mom_wins,top_k,rebal_n,abs_thresh,ma_win,trail_stop,start,end,calmar,ann,mdd,sharpe,total,years,dist
"(20, 60)",1,20,0.0,20,0.1,2025-01-01,2025-12-31,2.724554299385813,0.4447346847461364,0.16323208711472237,1.6317948301651095,0.44255782224089324,0.9959016393442623,3.075445700614187
"(20, 60)",1,20,0.0,60,0.1,2025-01-01,2025-12-31,2.724554299385813,0.4447346847461364,0.16323208711472237,1.6317948301651095,0.44255782224089324,0.9959016393442623,3.075445700614187
"(20, 60)",1,20,0.03,20,0.1,2025-01-01,2025-12-31,2.724554299385813,0.4447346847461364,0.16323208711472237,1.6317948301651095,0.44255782224089324,0.9959016393442623,3.075445700614187
"(20, 60)",1,20,0.03,60,0.1,2025-01-01,2025-12-31,2.724554299385813,0.4447346847461364,0.16323208711472237,1.6317948301651095,0.44255782224089324,0.9959016393442623,3.075445700614187
"(60, 120)",1,10,0.0,60,0.1,2024-10-01,2026-01-31,2.707469456273364,0.47240633704945467,0.17448260993484588,1.4554189014276768,0.6715474904344598,1.3278688524590163,3.0925305437266357
"(60, 120)",1,10,0.03,60,0.1,2024-10-01,2026-01-31,2.707469456273364,0.47240633704945467,0.17448260993484588,1.4554189014276768,0.6715474904344598,1.3278688524590163,3.0925305437266357
"(20, 60)",1,20,0.0,20,0.08,2024-12-01,2026-01-31,2.53647235208471,0.36952882949419363,0.1456861255319737,1.3637965248833235,0.4438418131309356,1.1680327868852458,3.2635276479152897
"(20, 60)",1,20,0.0,60,0.08,2024-12-01,2026-01-31,2.53647235208471,0.36952882949419363,0.1456861255319737,1.3637965248833235,0.4438418131309356,1.1680327868852458,3.2635276479152897
"(20, 60)",1,20,0.03,20,0.08,2024-12-01,2026-01-31,2.53647235208471,0.36952882949419363,0.1456861255319737,1.3637965248833235,0.4438418131309356,1.1680327868852458,3.2635276479152897
"(20, 60)",1,20,0.03,60,0.08,2024-12-01,2026-01-31,2.53647235208471,0.36952882949419363,0.1456861255319737,1.3637965248833235,0.4438418131309356,1.1680327868852458,3.2635276479152897
"(60, 120)",1,10,0.0,60,0.06,2024-12-01,2026-01-31,2.518841790395865,0.3267748136079911,0.12973217089455813,1.1723262798174487,0.39133329328646904,1.1680327868852458,3.281158209604135
"(60, 120)",1,10,0.03,60,0.06,2024-12-01,2026-01-31,2.518841790395865,0.3267748136079911,0.12973217089455813,1.1723262798174487,0.39133329328646904,1.1680327868852458,3.281158209604135
"(60, 120)",1,20,0.0,20,0.08,2024-12-01,2026-01-31,2.4913210820337066,0.2943603226104845,0.11815430966858487,1.1551951021521871,0.35171190163692856,1.1680327868852458,3.308678917966293
